original_seq	label	motif_name_and_original_position	position_moved_to	is_moved_5prime
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-158	CRX_44	158.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-160	CRX_44	160.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-162	CRX_44	162.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-17	CRX_44	17.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-19	CRX_44	19.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-21	CRX_44	21.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-23	CRX_44	23.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-25	CRX_44	25.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-27	CRX_44	27.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-29	CRX_44	29.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-3	CRX_44	3.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-31	CRX_44	31.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-33	CRX_44	33.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-35	CRX_44	35.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-37	CRX_44	37.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-39	CRX_44	39.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-41	CRX_44	41.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-43	CRX_44	43.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-5	CRX_44	5.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-54	CRX_44	54.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-56	CRX_44	56.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-58	CRX_44	58.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-60	CRX_44	60.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-62	CRX_44	62.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-64	CRX_44	64.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-66	CRX_44	66.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-68	CRX_44	68.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-7	CRX_44	7.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-70	CRX_44	70.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-72	CRX_44	72.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-74	CRX_44	74.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-76	CRX_44	76.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-86	CRX_44	86.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-88	CRX_44	88.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-9	CRX_44	9.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-90	CRX_44	90.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-92	CRX_44	92.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-94	CRX_44	94.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-96	CRX_44	96.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-98	CRX_44	98.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-0	CRX_44	0.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-10	CRX_44	10.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-101	CRX_44	101.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-103	CRX_44	103.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-105	CRX_44	105.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-107	CRX_44	107.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-109	CRX_44	109.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-111	CRX_44	111.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-113	CRX_44	113.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-115	CRX_44	115.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-117	CRX_44	117.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-119	CRX_44	119.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-12	CRX_44	12.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-121	CRX_44	121.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-123	CRX_44	123.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-125	CRX_44	125.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-127	CRX_44	127.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-129	CRX_44	129.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-131	CRX_44	131.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-133	CRX_44	133.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-135	CRX_44	135.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-137	CRX_44	137.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-139	CRX_44	139.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-14	CRX_44	14.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-141	CRX_44	141.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-143	CRX_44	143.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-145	CRX_44	145.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-147	CRX_44	147.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-149	CRX_44	149.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-151	CRX_44	151.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-153	CRX_44	153.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-155	CRX_44	155.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-157	CRX_44	157.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-159	CRX_44	159.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-16	CRX_44	16.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-161	CRX_44	161.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-163	CRX_44	163.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-18	CRX_44	18.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-2	CRX_44	2.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-20	CRX_44	20.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-22	CRX_44	22.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-24	CRX_44	24.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-26	CRX_44	26.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-28	CRX_44	28.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-30	CRX_44	30.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-32	CRX_44	32.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-34	CRX_44	34.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-36	CRX_44	36.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-38	CRX_44	38.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-4	CRX_44	4.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-40	CRX_44	40.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-42	CRX_44	42.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-53	CRX_44	53.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-55	CRX_44	55.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-57	CRX_44	57.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-59	CRX_44	59.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-6	CRX_44	6.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-61	CRX_44	61.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-63	CRX_44	63.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-65	CRX_44	65.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-67	CRX_44	67.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-69	CRX_44	69.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-71	CRX_44	71.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-73	CRX_44	73.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-75	CRX_44	75.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-77	CRX_44	77.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-8	CRX_44	8.0	True
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-87	CRX_44	87.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-89	CRX_44	89.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-91	CRX_44	91.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-93	CRX_44	93.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-95	CRX_44	95.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-97	CRX_44	97.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT;HAND_45mCRX-99	CRX_44	99.0	False
chr1-191821242-191821406_CPPP	chr1-191821242-191821406_CPPP_WT			
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-0	CRX_75	0.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-10	CRX_75	10.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-100	CRX_75	100.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-102	CRX_75	102.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-104	CRX_75	104.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-106	CRX_75	106.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-108	CRX_75	108.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-110	CRX_75	110.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-112	CRX_75	112.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-114	CRX_75	114.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-116	CRX_75	116.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-118	CRX_75	118.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-12	CRX_75	12.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-120	CRX_75	120.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-122	CRX_75	122.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-124	CRX_75	124.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-126	CRX_75	126.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-128	CRX_75	128.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-130	CRX_75	130.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-132	CRX_75	132.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-134	CRX_75	134.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-136	CRX_75	136.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-138	CRX_75	138.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-14	CRX_75	14.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-140	CRX_75	140.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-142	CRX_75	142.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-144	CRX_75	144.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-146	CRX_75	146.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-148	CRX_75	148.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-150	CRX_75	150.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-152	CRX_75	152.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-154	CRX_75	154.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-156	CRX_75	156.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-158	CRX_75	158.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-16	CRX_75	16.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-160	CRX_75	160.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-162	CRX_75	162.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-18	CRX_75	18.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-2	CRX_75	2.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-20	CRX_75	20.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-22	CRX_75	22.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-24	CRX_75	24.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-26	CRX_75	26.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-28	CRX_75	28.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-30	CRX_75	30.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-32	CRX_75	32.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-34	CRX_75	34.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-36	CRX_75	36.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-38	CRX_75	38.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-4	CRX_75	4.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-40	CRX_75	40.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-42	CRX_75	42.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-44	CRX_75	44.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-46	CRX_75	46.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-48	CRX_75	48.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-50	CRX_75	50.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-52	CRX_75	52.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-54	CRX_75	54.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-56	CRX_75	56.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-58	CRX_75	58.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-6	CRX_75	6.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-60	CRX_75	60.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-62	CRX_75	62.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-64	CRX_75	64.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-66	CRX_75	66.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-68	CRX_75	68.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-8	CRX_75	8.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-86	CRX_75	86.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-96	CRX_75	96.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_76mCRX-98	CRX_75	98.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_88mCRX-0	CRX_87	0.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_88mCRX-10	CRX_87	10.0	True
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_88mCRX-100	CRX_87	100.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_88mCRX-102	CRX_87	102.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_88mCRX-104	CRX_87	104.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_88mCRX-106	CRX_87	106.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_88mCRX-108	CRX_87	108.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_88mCRX-110	CRX_87	110.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_88mCRX-112	CRX_87	112.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_88mCRX-114	CRX_87	114.0	False
chr12-110851974-110852138_CPRE	chr12-110851974-110852138_CPRE_WT;HAND_88mCRX-116	CRX_87	116.0	False
