qc_metric	comparison	method	value	n	library
cpm_log_reprod	RNA1_vs_RNA3	pearson	0.9507256311912902	12090	library1
cpm_log_reprod	RNA1_vs_RNA3	spearman	0.9503642976431951	12090	library1
cpm_log_reprod	RNA2_vs_RNA3	pearson	0.9613589488331016	12090	library1
cpm_log_reprod	RNA2_vs_RNA3	spearman	0.963617761787787	12090	library1
rna_vs_dna_corr	RNA1_vs_DNA	pearson	0.5483810983427502	12090	library1
rna_vs_dna_corr	RNA1_vs_DNA	spearman	0.5314677885921703	12090	library1
rna_vs_dna_corr	RNA2_vs_DNA	pearson	0.5644410829174235	12090	library1
rna_vs_dna_corr	RNA2_vs_DNA	spearman	0.5499164287140524	12090	library1
rna_vs_dna_corr	RNA3_vs_DNA	pearson	0.5675433683602662	12090	library1
rna_vs_dna_corr	RNA3_vs_DNA	spearman	0.5497405369495763	12090	library1
rna/dna_log_corr	RNA1_vs_RNA2	pearson	0.926070180874473	12090	library1
rna/dna_log_corr	RNA1_vs_RNA2	spearman	0.9196311048719992	12090	library1
rna/dna_log_corr	RNA1_vs_RNA3	pearson	0.9280247452083479	12090	library1
rna/dna_log_corr	RNA1_vs_RNA3	spearman	0.9202865827223915	12090	library1
rna/dna_log_corr	RNA2_vs_RNA3	pearson	0.9425902831733065	12090	library1
rna/dna_log_corr	RNA2_vs_RNA3	spearman	0.9381914992181307	12090	library1
rna_dna_vs_dna_corr	RNA1_vs_DNA	pearson	-0.030480975054706885	12090	library1
rna_dna_vs_dna_corr	RNA1_vs_DNA	spearman	-0.04399814440215267	12090	library1
rna_dna_vs_dna_corr	RNA2_vs_DNA	pearson	-0.015101048581065995	12090	library1
rna_dna_vs_dna_corr	RNA2_vs_DNA	spearman	-0.03682021849919561	12090	library1
rna_dna_vs_dna_corr	RNA3_vs_DNA	pearson	-0.02397394382846605	12090	library1
rna_dna_vs_dna_corr	RNA3_vs_DNA	spearman	-0.04481949966302746	12090	library1
basal_distribution	RNA1	basal	0.33312718712334216	18	library1
basal_distribution	RNA2	basal	0.30817633885905343	18	library1
basal_distribution	RNA3	basal	0.2786678634378604	18	library1
activity_log_reprod	RNA1_vs_RNA2	pearson	0.9589512048704386	4782	library1
activity_log_reprod	RNA1_vs_RNA2	spearman	0.9590087784570455	4782	library1
activity_log_reprod	RNA1_vs_RNA3	pearson	0.9592953870145532	4782	library1
activity_log_reprod	RNA1_vs_RNA3	spearman	0.9587000352945774	4782	library1
activity_log_reprod	RNA2_vs_RNA3	pearson	0.9689764911481474	4782	library1
activity_log_reprod	RNA2_vs_RNA3	spearman	0.9680306583409266	4782	library1
coverage	RNA1	mean	2572.384666666667	15000	library2
coverage	RNA2	mean	2792.1765333333333	15000	library2
coverage	RNA3	mean	2356.9879333333333	15000	library2
coverage	DNA	mean	2798.2342	15000	library2
raw_linear_reprod	RNA1_vs_RNA2	pearson	0.9908217750459666	15000	library2
raw_linear_reprod	RNA1_vs_RNA2	spearman	0.9787458908971898	15000	library2
raw_linear_reprod	RNA1_vs_RNA3	pearson	0.9885824888141896	15000	library2
raw_linear_reprod	RNA1_vs_RNA3	spearman	0.9766664779329369	15000	library2
raw_linear_reprod	RNA2_vs_RNA3	pearson	0.9931188082980518	15000	library2
raw_linear_reprod	RNA2_vs_RNA3	spearman	0.9813459318542944	15000	library2
raw_log_reprod	RNA1_vs_RNA2	pearson	0.9340997302812644	15000	library2
raw_log_reprod	RNA1_vs_RNA2	spearman	0.9787458908971898	15000	library2
raw_log_reprod	RNA1_vs_RNA3	pearson	0.9322922279234174	15000	library2
raw_log_reprod	RNA1_vs_RNA3	spearman	0.9766664779329369	15000	library2
raw_log_reprod	RNA2_vs_RNA3	pearson	0.9446722272283534	15000	library2
raw_log_reprod	RNA2_vs_RNA3	spearman	0.9813459318542944	15000	library2
bc_removed	DNA	count	355.0	15000	library2
bc_removed	RNA	count	987.0	15000	library2
cpm_linear_reprod	RNA1_vs_RNA2	pearson	0.990658260881988	13658	library2
cpm_linear_reprod	RNA1_vs_RNA2	spearman	0.9759565917781848	13658	library2
cpm_linear_reprod	RNA1_vs_RNA3	pearson	0.9883899548636074	13658	library2
cpm_linear_reprod	RNA1_vs_RNA3	spearman	0.973246583604584	13658	library2
cpm_linear_reprod	RNA2_vs_RNA3	pearson	0.9929227574555769	13658	library2
cpm_linear_reprod	RNA2_vs_RNA3	spearman	0.9785192944890857	13658	library2
cpm_log_reprod	RNA1_vs_RNA2	pearson	0.9683159215309027	13658	library2
cpm_log_reprod	RNA1_vs_RNA2	spearman	0.9759565917781848	13658	library2
cpm_log_reprod	RNA1_vs_RNA3	pearson	0.9644016819428418	13658	library2
cpm_log_reprod	RNA1_vs_RNA3	spearman	0.973246583604584	13658	library2
cpm_log_reprod	RNA2_vs_RNA3	pearson	0.9717696588331747	13658	library2
cpm_log_reprod	RNA2_vs_RNA3	spearman	0.9785192944890857	13658	library2
rna_vs_dna_corr	RNA1_vs_DNA	pearson	0.4133879366009496	13658	library2
rna_vs_dna_corr	RNA1_vs_DNA	spearman	0.3942356357941906	13658	library2
rna_vs_dna_corr	RNA2_vs_DNA	pearson	0.4242937213948217	13658	library2
rna_vs_dna_corr	RNA2_vs_DNA	spearman	0.40760655599951756	13658	library2
rna_vs_dna_corr	RNA3_vs_DNA	pearson	0.42675142159928525	13658	library2
rna_vs_dna_corr	RNA3_vs_DNA	spearman	0.4088557981969326	13658	library2
rna/dna_log_corr	RNA1_vs_RNA2	pearson	0.9617684505051618	13658	library2
rna/dna_log_corr	RNA1_vs_RNA2	spearman	0.9663747218511463	13658	library2
rna/dna_log_corr	RNA1_vs_RNA3	pearson	0.956929300152711	13658	library2
rna/dna_log_corr	RNA1_vs_RNA3	spearman	0.9628233994348874	13658	library2
rna/dna_log_corr	RNA2_vs_RNA3	pearson	0.9655621948113507	13658	library2
rna/dna_log_corr	RNA2_vs_RNA3	spearman	0.9693382276737638	13658	library2
rna_dna_vs_dna_corr	RNA1_vs_DNA	pearson	-0.04356576230319348	13658	library2
rna_dna_vs_dna_corr	RNA1_vs_DNA	spearman	-0.04256583188338181	13658	library2
rna_dna_vs_dna_corr	RNA2_vs_DNA	pearson	-0.043497381378471665	13658	library2
rna_dna_vs_dna_corr	RNA2_vs_DNA	spearman	-0.04089466850616116	13658	library2
rna_dna_vs_dna_corr	RNA3_vs_DNA	pearson	-0.04044046381484996	13658	library2
rna_dna_vs_dna_corr	RNA3_vs_DNA	spearman	-0.036554832521817904	13658	library2
basal_distribution	RNA1	basal	0.1971355334014043	18	library2
basal_distribution	RNA2	basal	0.21901146431790622	18	library2
basal_distribution	RNA3	basal	0.23705039609357412	18	library2
activity_log_reprod	RNA1_vs_RNA2	pearson	0.9813117521486838	4886	library2
activity_log_reprod	RNA1_vs_RNA2	spearman	0.9846296667225813	4886	library2
activity_log_reprod	RNA1_vs_RNA3	pearson	0.9789174283693219	4886	library2
activity_log_reprod	RNA1_vs_RNA3	spearman	0.9816862683792361	4886	library2
activity_log_reprod	RNA2_vs_RNA3	pearson	0.9831070425788424	4886	library2
activity_log_reprod	RNA2_vs_RNA3	spearman	0.9857498010464643	4886	library2
coverage	RNA1	mean	1678.0614	15000	library3
coverage	RNA3	mean	1490.451	15000	library3
coverage	RNA4	mean	2286.8847333333333	15000	library3
coverage	RNA5	mean	2749.5759333333335	15000	library3
coverage	RNA6	mean	1879.9538	15000	library3
coverage	DNA	mean	145.18446666666668	15000	library3
raw_linear_reprod	RNA1_vs_RNA3	pearson	0.9818709241538632	15000	library3
raw_linear_reprod	RNA1_vs_RNA3	spearman	0.9716184417138208	15000	library3
raw_linear_reprod	RNA1_vs_RNA4	pearson	0.9803673157445837	15000	library3
raw_linear_reprod	RNA1_vs_RNA4	spearman	0.9622173939699532	15000	library3
raw_linear_reprod	RNA1_vs_RNA5	pearson	0.976794254061541	15000	library3
raw_linear_reprod	RNA1_vs_RNA5	spearman	0.9685586056039734	15000	library3
raw_linear_reprod	RNA1_vs_RNA6	pearson	0.9729479960930265	15000	library3
raw_linear_reprod	RNA1_vs_RNA6	spearman	0.966087457996285	15000	library3
raw_linear_reprod	RNA3_vs_RNA4	pearson	0.9706085051381727	15000	library3
raw_linear_reprod	RNA3_vs_RNA4	spearman	0.9653620038196806	15000	library3
raw_linear_reprod	RNA3_vs_RNA5	pearson	0.9837090864977329	15000	library3
raw_linear_reprod	RNA3_vs_RNA5	spearman	0.9747276241118258	15000	library3
raw_linear_reprod	RNA3_vs_RNA6	pearson	0.9861053843340075	15000	library3
raw_linear_reprod	RNA3_vs_RNA6	spearman	0.9730833080691572	15000	library3
raw_linear_reprod	RNA4_vs_RNA5	pearson	0.9805948974738696	15000	library3
raw_linear_reprod	RNA4_vs_RNA5	spearman	0.9683386867239845	15000	library3
raw_linear_reprod	RNA4_vs_RNA6	pearson	0.978898421457646	15000	library3
raw_linear_reprod	RNA4_vs_RNA6	spearman	0.9679432641523188	15000	library3
raw_linear_reprod	RNA5_vs_RNA6	pearson	0.9913835783986378	15000	library3
raw_linear_reprod	RNA5_vs_RNA6	spearman	0.9743515953008347	15000	library3
raw_log_reprod	RNA1_vs_RNA3	pearson	0.9509586852038064	15000	library3
raw_log_reprod	RNA1_vs_RNA3	spearman	0.9716184417138208	15000	library3
raw_log_reprod	RNA1_vs_RNA4	pearson	0.9281698525559865	15000	library3
raw_log_reprod	RNA1_vs_RNA4	spearman	0.9622173939699532	15000	library3
raw_log_reprod	RNA1_vs_RNA5	pearson	0.9389779034803394	15000	library3
raw_log_reprod	RNA1_vs_RNA5	spearman	0.9685586056039734	15000	library3
raw_log_reprod	RNA1_vs_RNA6	pearson	0.9358225153547559	15000	library3
raw_log_reprod	RNA1_vs_RNA6	spearman	0.966087457996285	15000	library3
raw_log_reprod	RNA3_vs_RNA4	pearson	0.935497581881013	15000	library3
raw_log_reprod	RNA3_vs_RNA4	spearman	0.9653620038196806	15000	library3
raw_log_reprod	RNA3_vs_RNA5	pearson	0.9468875875099111	15000	library3
raw_log_reprod	RNA3_vs_RNA5	spearman	0.9747276241118258	15000	library3
raw_log_reprod	RNA3_vs_RNA6	pearson	0.9449150592351178	15000	library3
raw_log_reprod	RNA3_vs_RNA6	spearman	0.9730833080691572	15000	library3
raw_log_reprod	RNA4_vs_RNA5	pearson	0.9299761716694239	15000	library3
raw_log_reprod	RNA4_vs_RNA5	spearman	0.9683386867239845	15000	library3
raw_log_reprod	RNA4_vs_RNA6	pearson	0.931720270641294	15000	library3
raw_log_reprod	RNA4_vs_RNA6	spearman	0.9679432641523188	15000	library3
raw_log_reprod	RNA5_vs_RNA6	pearson	0.9412194795226797	15000	library3
raw_log_reprod	RNA5_vs_RNA6	spearman	0.9743515953008347	15000	library3
bc_removed	DNA	count	3494.0	15000	library3
bc_removed	RNA	count	1052.0	15000	library3
cpm_linear_reprod	RNA1_vs_RNA3	pearson	0.9805132839957469	10454	library3
cpm_linear_reprod	RNA1_vs_RNA3	spearman	0.9692787571204496	10454	library3
cpm_linear_reprod	RNA1_vs_RNA4	pearson	0.9796911551884959	10454	library3
cpm_linear_reprod	RNA1_vs_RNA4	spearman	0.961588126818825	10454	library3
cpm_linear_reprod	RNA1_vs_RNA5	pearson	0.9753149870498103	10454	library3
cpm_linear_reprod	RNA1_vs_RNA5	spearman	0.9664501160005305	10454	library3
cpm_linear_reprod	RNA1_vs_RNA6	pearson	0.9712847787906558	10454	library3
cpm_linear_reprod	RNA1_vs_RNA6	spearman	0.9633745930797097	10454	library3
cpm_linear_reprod	RNA3_vs_RNA4	pearson	0.9692273003172521	10454	library3
cpm_linear_reprod	RNA3_vs_RNA4	spearman	0.9619205544970191	10454	library3
cpm_linear_reprod	RNA3_vs_RNA5	pearson	0.9827908694176115	10454	library3
cpm_linear_reprod	RNA3_vs_RNA5	spearman	0.97388685379426	10454	library3
cpm_linear_reprod	RNA3_vs_RNA6	pearson	0.9854619565625724	10454	library3
cpm_linear_reprod	RNA3_vs_RNA6	spearman	0.9720313025441545	10454	library3
cpm_linear_reprod	RNA4_vs_RNA5	pearson	0.9794915959329392	10454	library3
cpm_linear_reprod	RNA4_vs_RNA5	spearman	0.9693282578233536	10454	library3
cpm_linear_reprod	RNA4_vs_RNA6	pearson	0.9777066315620535	10454	library3
cpm_linear_reprod	RNA4_vs_RNA6	spearman	0.9684047984321581	10454	library3
cpm_linear_reprod	RNA5_vs_RNA6	pearson	0.9908633187269205	10454	library3
cpm_linear_reprod	RNA5_vs_RNA6	spearman	0.9755630592028364	10454	library3
cpm_log_reprod	RNA1_vs_RNA3	pearson	0.9572905477762739	10454	library3
cpm_log_reprod	RNA1_vs_RNA3	spearman	0.9692787571204496	10454	library3
cpm_log_reprod	RNA1_vs_RNA4	pearson	0.9345485610880546	10454	library3
cpm_log_reprod	RNA1_vs_RNA4	spearman	0.961588126818825	10454	library3
cpm_log_reprod	RNA1_vs_RNA5	pearson	0.9523112254646753	10454	library3
cpm_log_reprod	RNA1_vs_RNA5	spearman	0.9664501160005305	10454	library3
cpm_log_reprod	RNA1_vs_RNA6	pearson	0.9435095951741217	10454	library3
cpm_log_reprod	RNA1_vs_RNA6	spearman	0.9633745930797097	10454	library3
cpm_log_reprod	RNA3_vs_RNA4	pearson	0.9393043894808546	10454	library3
cpm_log_reprod	RNA3_vs_RNA4	spearman	0.9619205544970191	10454	library3
cpm_log_reprod	RNA3_vs_RNA5	pearson	0.9623909880722816	10454	library3
cpm_log_reprod	RNA3_vs_RNA5	spearman	0.97388685379426	10454	library3
cpm_log_reprod	RNA3_vs_RNA6	pearson	0.9545275630416945	10454	library3
cpm_log_reprod	RNA3_vs_RNA6	spearman	0.9720313025441545	10454	library3
cpm_log_reprod	RNA4_vs_RNA5	pearson	0.9414882024134839	10454	library3
cpm_log_reprod	RNA4_vs_RNA5	spearman	0.9693282578233536	10454	library3
cpm_log_reprod	RNA4_vs_RNA6	pearson	0.9344034371926941	10454	library3
cpm_log_reprod	RNA4_vs_RNA6	spearman	0.9684047984321581	10454	library3
cpm_log_reprod	RNA5_vs_RNA6	pearson	0.9548921818770212	10454	library3
cpm_log_reprod	RNA5_vs_RNA6	spearman	0.9755630592028364	10454	library3
rna_vs_dna_corr	RNA1_vs_DNA	pearson	0.37123499796530324	10454	library3
rna_vs_dna_corr	RNA1_vs_DNA	spearman	0.3880091365965701	10454	library3
rna_vs_dna_corr	RNA3_vs_DNA	pearson	0.37921228678906144	10454	library3
rna_vs_dna_corr	RNA3_vs_DNA	spearman	0.3850358149258822	10454	library3
rna_vs_dna_corr	RNA4_vs_DNA	pearson	0.3210197711926168	10454	library3
rna_vs_dna_corr	RNA4_vs_DNA	spearman	0.3356214845561948	10454	library3
rna_vs_dna_corr	RNA5_vs_DNA	pearson	0.3421248659674009	10454	library3
rna_vs_dna_corr	RNA5_vs_DNA	spearman	0.3562071513907365	10454	library3
rna_vs_dna_corr	RNA6_vs_DNA	pearson	0.337632433684515	10454	library3
rna_vs_dna_corr	RNA6_vs_DNA	spearman	0.35138175320592147	10454	library3
rna/dna_log_corr	RNA1_vs_RNA3	pearson	0.9519284070622078	10454	library3
rna/dna_log_corr	RNA1_vs_RNA3	spearman	0.9597519695522004	10454	library3
rna/dna_log_corr	RNA1_vs_RNA4	pearson	0.9331692199735884	10454	library3
rna/dna_log_corr	RNA1_vs_RNA4	spearman	0.9531418355426685	10454	library3
rna/dna_log_corr	RNA1_vs_RNA5	pearson	0.9486407095039328	10454	library3
rna/dna_log_corr	RNA1_vs_RNA5	spearman	0.9577824089187504	10454	library3
rna/dna_log_corr	RNA1_vs_RNA6	pearson	0.9402136968981777	10454	library3
rna/dna_log_corr	RNA1_vs_RNA6	spearman	0.9539239652294615	10454	library3
rna/dna_log_corr	RNA3_vs_RNA4	pearson	0.9378819352745889	10454	library3
rna/dna_log_corr	RNA3_vs_RNA4	spearman	0.9543977499067718	10454	library3
rna/dna_log_corr	RNA3_vs_RNA5	pearson	0.9598149899190676	10454	library3
rna/dna_log_corr	RNA3_vs_RNA5	spearman	0.9675191575304832	10454	library3
rna/dna_log_corr	RNA3_vs_RNA6	pearson	0.952370674267537	10454	library3
rna/dna_log_corr	RNA3_vs_RNA6	spearman	0.9653591822852811	10454	library3
rna/dna_log_corr	RNA4_vs_RNA5	pearson	0.9414866721861863	10454	library3
rna/dna_log_corr	RNA4_vs_RNA5	spearman	0.9618622507885933	10454	library3
rna/dna_log_corr	RNA4_vs_RNA6	pearson	0.9350212130499383	10454	library3
rna/dna_log_corr	RNA4_vs_RNA6	spearman	0.9607809575001904	10454	library3
rna/dna_log_corr	RNA5_vs_RNA6	pearson	0.9540453930236994	10454	library3
rna/dna_log_corr	RNA5_vs_RNA6	spearman	0.9694139943939093	10454	library3
rna_dna_vs_dna_corr	RNA1_vs_DNA	pearson	-0.037050108400733736	10454	library3
rna_dna_vs_dna_corr	RNA1_vs_DNA	spearman	-0.030779612560248377	10454	library3
rna_dna_vs_dna_corr	RNA3_vs_DNA	pearson	-0.04632465367592102	10454	library3
rna_dna_vs_dna_corr	RNA3_vs_DNA	spearman	-0.03507567081354505	10454	library3
rna_dna_vs_dna_corr	RNA4_vs_DNA	pearson	-0.02973676982135072	10454	library3
rna_dna_vs_dna_corr	RNA4_vs_DNA	spearman	-0.03422274833085788	10454	library3
rna_dna_vs_dna_corr	RNA5_vs_DNA	pearson	-0.03251275448387862	10454	library3
rna_dna_vs_dna_corr	RNA5_vs_DNA	spearman	-0.02841384484266304	10454	library3
rna_dna_vs_dna_corr	RNA6_vs_DNA	pearson	-0.0312259135382265	10454	library3
rna_dna_vs_dna_corr	RNA6_vs_DNA	spearman	-0.028813397781208217	10454	library3
basal_distribution	RNA1	basal	0.19180113416161507	90	library3
basal_distribution	RNA3	basal	0.17060514359660572	90	library3
basal_distribution	RNA4	basal	0.14351224367567375	90	library3
basal_distribution	RNA5	basal	0.1475512158105824	90	library3
basal_distribution	RNA6	basal	0.15714795995399752	90	library3
activity_log_reprod	RNA1_vs_RNA3	pearson	0.9707154371868164	4565	library3
activity_log_reprod	RNA1_vs_RNA3	spearman	0.9777178607214247	4565	library3
activity_log_reprod	RNA1_vs_RNA4	pearson	0.960416054791932	4565	library3
activity_log_reprod	RNA1_vs_RNA4	spearman	0.9722421703684997	4565	library3
activity_log_reprod	RNA1_vs_RNA5	pearson	0.9685764055853947	4565	library3
activity_log_reprod	RNA1_vs_RNA5	spearman	0.9763501667182967	4565	library3
activity_log_reprod	RNA1_vs_RNA6	pearson	0.965104571132525	4565	library3
activity_log_reprod	RNA1_vs_RNA6	spearman	0.9740355595583436	4565	library3
activity_log_reprod	RNA3_vs_RNA4	pearson	0.9613247524818407	4565	library3
activity_log_reprod	RNA3_vs_RNA4	spearman	0.9712913528719156	4565	library3
activity_log_reprod	RNA3_vs_RNA5	pearson	0.9724451010913644	4565	library3
activity_log_reprod	RNA3_vs_RNA5	spearman	0.9800616770841558	4565	library3
activity_log_reprod	RNA3_vs_RNA6	pearson	0.9685307084745318	4565	library3
activity_log_reprod	RNA3_vs_RNA6	spearman	0.9788287034061518	4565	library3
activity_log_reprod	RNA4_vs_RNA5	pearson	0.9640946791606951	4565	library3
activity_log_reprod	RNA4_vs_RNA5	spearman	0.9785696464544636	4565	library3
activity_log_reprod	RNA4_vs_RNA6	pearson	0.9621337084210264	4565	library3
activity_log_reprod	RNA4_vs_RNA6	spearman	0.9785563911632399	4565	library3
activity_log_reprod	RNA5_vs_RNA6	pearson	0.9707900191545317	4565	library3
activity_log_reprod	RNA5_vs_RNA6	spearman	0.9832624795998057	4565	library3
coverage	RNA1	mean	1429.5570333333333	30000	library4
coverage	RNA2	mean	2105.4861333333333	30000	library4
coverage	RNA3	mean	967.2851	30000	library4
coverage	DNA	mean	804.6517333333334	30000	library4
raw_linear_reprod	RNA1_vs_RNA2	pearson	0.9898358592217588	30000	library4
raw_linear_reprod	RNA1_vs_RNA2	spearman	0.9599304010332005	30000	library4
raw_linear_reprod	RNA1_vs_RNA3	pearson	0.9815041079236683	30000	library4
raw_linear_reprod	RNA1_vs_RNA3	spearman	0.9597584042847747	30000	library4
raw_linear_reprod	RNA2_vs_RNA3	pearson	0.9783320088196621	30000	library4
raw_linear_reprod	RNA2_vs_RNA3	spearman	0.9427587357782563	30000	library4
raw_log_reprod	RNA1_vs_RNA2	pearson	0.9340063165396941	30000	library4
raw_log_reprod	RNA1_vs_RNA2	spearman	0.9599304010332005	30000	library4
raw_log_reprod	RNA1_vs_RNA3	pearson	0.9307800277694753	30000	library4
raw_log_reprod	RNA1_vs_RNA3	spearman	0.9597584042847747	30000	library4
raw_log_reprod	RNA2_vs_RNA3	pearson	0.907547675311297	30000	library4
raw_log_reprod	RNA2_vs_RNA3	spearman	0.9427587357782563	30000	library4
bc_removed	DNA	count	2177.0	30000	library4
bc_removed	RNA	count	4050.0	30000	library4
cpm_linear_reprod	RNA1_vs_RNA2	pearson	0.989429283724461	23773	library4
cpm_linear_reprod	RNA1_vs_RNA2	spearman	0.9730307907144861	23773	library4
cpm_linear_reprod	RNA1_vs_RNA3	pearson	0.9805582009148723	23773	library4
cpm_linear_reprod	RNA1_vs_RNA3	spearman	0.9625685952214508	23773	library4
cpm_linear_reprod	RNA2_vs_RNA3	pearson	0.9774317230504641	23773	library4
cpm_linear_reprod	RNA2_vs_RNA3	spearman	0.9543806589425985	23773	library4
cpm_log_reprod	RNA1_vs_RNA2	pearson	0.9619872384712909	23773	library4
cpm_log_reprod	RNA1_vs_RNA2	spearman	0.9730307907144861	23773	library4
cpm_log_reprod	RNA1_vs_RNA3	pearson	0.955476811664793	23773	library4
cpm_log_reprod	RNA1_vs_RNA3	spearman	0.9625685952214508	23773	library4
cpm_log_reprod	RNA2_vs_RNA3	pearson	0.9423185844723925	23773	library4
cpm_log_reprod	RNA2_vs_RNA3	spearman	0.9543806589425985	23773	library4
rna_vs_dna_corr	RNA1_vs_DNA	pearson	0.42610756724668963	23773	library4
rna_vs_dna_corr	RNA1_vs_DNA	spearman	0.398337819092626	23773	library4
rna_vs_dna_corr	RNA2_vs_DNA	pearson	0.4193983008920682	23773	library4
rna_vs_dna_corr	RNA2_vs_DNA	spearman	0.39917528848530665	23773	library4
rna_vs_dna_corr	RNA3_vs_DNA	pearson	0.45194718566127157	23773	library4
rna_vs_dna_corr	RNA3_vs_DNA	spearman	0.4381854696970936	23773	library4
rna/dna_log_corr	RNA1_vs_RNA2	pearson	0.9543640167962644	23773	library4
rna/dna_log_corr	RNA1_vs_RNA2	spearman	0.964884842756656	23773	library4
rna/dna_log_corr	RNA1_vs_RNA3	pearson	0.9459908310158114	23773	library4
rna/dna_log_corr	RNA1_vs_RNA3	spearman	0.9545520890682935	23773	library4
rna/dna_log_corr	RNA2_vs_RNA3	pearson	0.9305327623469155	23773	library4
rna/dna_log_corr	RNA2_vs_RNA3	spearman	0.9429225449256916	23773	library4
rna_dna_vs_dna_corr	RNA1_vs_DNA	pearson	-0.04133712478359892	23773	library4
rna_dna_vs_dna_corr	RNA1_vs_DNA	spearman	-0.05157262286105499	23773	library4
rna_dna_vs_dna_corr	RNA2_vs_DNA	pearson	-0.010628478473670969	23773	library4
rna_dna_vs_dna_corr	RNA2_vs_DNA	spearman	-0.023424876250061597	23773	library4
rna_dna_vs_dna_corr	RNA3_vs_DNA	pearson	-0.029194050612921872	23773	library4
rna_dna_vs_dna_corr	RNA3_vs_DNA	spearman	-0.05562734890039206	23773	library4
basal_distribution	RNA1	basal	0.08193906150815321	90	library4
basal_distribution	RNA2	basal	0.07559426971075277	90	library4
basal_distribution	RNA3	basal	0.11135828534151061	90	library4
activity_log_reprod	RNA1_vs_RNA2	pearson	0.9715514100860205	9524	library4
activity_log_reprod	RNA1_vs_RNA2	spearman	0.9784519837258566	9524	library4
activity_log_reprod	RNA1_vs_RNA3	pearson	0.9618902364692226	9524	library4
activity_log_reprod	RNA1_vs_RNA3	spearman	0.9695607795796826	9524	library4
activity_log_reprod	RNA2_vs_RNA3	pearson	0.9550994620059662	9524	library4
activity_log_reprod	RNA2_vs_RNA3	spearman	0.9638991911204894	9524	library4
coverage	RNA1	mean	1355.2446333333332	30000	library5
coverage	RNA2	mean	1394.5357666666666	30000	library5
coverage	RNA3	mean	1399.6364333333333	30000	library5
coverage	DNA	mean	1742.3719	30000	library5
raw_linear_reprod	RNA1_vs_RNA2	pearson	0.996196724576323	30000	library5
raw_linear_reprod	RNA1_vs_RNA2	spearman	0.9875563055398663	30000	library5
raw_linear_reprod	RNA1_vs_RNA3	pearson	0.9820717262438032	30000	library5
raw_linear_reprod	RNA1_vs_RNA3	spearman	0.9587428911007552	30000	library5
raw_linear_reprod	RNA2_vs_RNA3	pearson	0.9797812388118734	30000	library5
raw_linear_reprod	RNA2_vs_RNA3	spearman	0.9606576445972199	30000	library5
raw_log_reprod	RNA1_vs_RNA2	pearson	0.9727235525396976	30000	library5
raw_log_reprod	RNA1_vs_RNA2	spearman	0.9875563055398663	30000	library5
raw_log_reprod	RNA1_vs_RNA3	pearson	0.9228562278325096	30000	library5
raw_log_reprod	RNA1_vs_RNA3	spearman	0.9587428911007552	30000	library5
raw_log_reprod	RNA2_vs_RNA3	pearson	0.9273291070554017	30000	library5
raw_log_reprod	RNA2_vs_RNA3	spearman	0.9606576445972199	30000	library5
bc_removed	DNA	count	1173.0	30000	library5
bc_removed	RNA	count	2776.0	30000	library5
cpm_linear_reprod	RNA1_vs_RNA2	pearson	0.9960483468398131	26051	library5
cpm_linear_reprod	RNA1_vs_RNA2	spearman	0.989385152387063	26051	library5
cpm_linear_reprod	RNA1_vs_RNA3	pearson	0.9815558909010196	26051	library5
cpm_linear_reprod	RNA1_vs_RNA3	spearman	0.9661581968337074	26051	library5
